key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order,chart_id,chart,contract,catalogue_order,applicable,applicability_reason,tested_settings,catalogue_id,recommendation_order,display_selected,rank,optimal
Retinopathy__13,Density,density_128,258.0,0.1190013611884955,77.58470894874023,True,qualifies,1151,0.8556250799654623,3.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
Retinopathy__13,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,5.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
Retinopathy__13,Means,means,2.0,0.29880760961993086,0.0,False,does_not_qualify,1151,2.148440003727106,11.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
Retinopathy__13,Five-number,five_number,10.0,1.9602826999999996,0.0,False,does_not_qualify,1151,14.09451980373282,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__13,Five-number,five_number,10.0,1.9602826999999996,0.0,False,does_not_qualify,1151,14.09451980373282,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__13,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__13,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__14,Means,means,2.0,0.00652002302429644,99.8262380538662,True,qualifies,1151,0.7191884762472139,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Retinopathy__14,Means,means,2.0,0.00652002302429644,99.8262380538662,True,qualifies,1151,0.7191884762472139,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Retinopathy__14,Binned,bins_4,10.0,0.005500344751744435,99.13119026933101,True,qualifies,1151,0.6067132809348169,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Retinopathy__14,Binned,bins_4,10.0,0.005500344751744435,99.13119026933101,True,qualifies,1151,0.6067132809348169,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Retinopathy__14,Density,density_8,18.0,0.006144804803129955,98.43614248479582,True,qualifies,1151,0.6778001836391471,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
Retinopathy__14,Five-number,five_number,10.0,0.04011600000000004,0.0,False,does_not_qualify,1151,4.424978992500797,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__14,Five-number,five_number,10.0,0.04011600000000004,0.0,False,does_not_qualify,1151,4.424978992500797,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__14,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__14,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__15,Means,means,2.0,0.0033459383909841545,99.8262380538662,True,qualifies,1151,0.5121994423708007,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Retinopathy__15,Means,means,2.0,0.0033459383909841545,99.8262380538662,True,qualifies,1151,0.5121994423708007,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Retinopathy__15,Binned,bins_4,10.0,0.0033050104697886634,99.13119026933101,True,qualifies,1151,0.5059341571311761,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Retinopathy__15,Binned,bins_4,10.0,0.0033050104697886634,99.13119026933101,True,qualifies,1151,0.5059341571311761,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Retinopathy__15,Density,density_8,18.0,0.003137083346547276,98.43614248479582,True,qualifies,1151,0.480227712829949,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
Retinopathy__15,Five-number,five_number,10.0,0.0182686262295082,0.0,False,does_not_qualify,1151,2.7965787394197714,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__15,Five-number,five_number,10.0,0.0182686262295082,0.0,False,does_not_qualify,1151,2.7965787394197714,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__15,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__15,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__00,Five-number,five_number,10.0,0.00455206586206891,83.33333333333334,True,qualifies,60,0.5647833006799641,1.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,1.0,True,1.0,True
HAR__00,Five-number,five_number,10.0,0.00455206586206891,83.33333333333334,True,qualifies,60,0.5647833006799641,1.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,2.0,False,1.0,True
HAR__00,Binned,bins_4,10.0,0.005424954000000037,83.33333333333334,True,qualifies,60,0.6730841598070473,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HAR__00,Binned,bins_4,10.0,0.005424954000000037,83.33333333333334,True,qualifies,60,0.6730841598070473,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HAR__00,Density,density_8,18.0,0.006714940973745587,70.0,True,qualifies,60,0.8331352493435765,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
HAR__00,Observations,raw,60.0,0.0,0.0,True,qualifies,60,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
HAR__00,Means,means,2.0,0.009648834666666661,0.0,False,does_not_qualify,60,1.197148911259044,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
HAR__00,,,,,,,not_applicable,60,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HAR__00,,,,,,,not_applicable,60,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HAR__00,,,,,,,not_applicable,60,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HAR__00,,,,,,,not_applicable,60,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HAR__00,,,,,,,not_applicable,60,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HAR__00,,,,,,,not_applicable,60,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HAR__00,,,,,,,not_applicable,60,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HAR__00,,,,,,,not_applicable,60,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HAR__01,Means,means,2.0,0.0018984744500000032,96.66666666666667,True,qualifies,60,0.7200225472301905,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
HAR__01,Means,means,2.0,0.0018984744500000032,96.66666666666667,True,qualifies,60,0.7200225472301905,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
HAR__01,Five-number,five_number,10.0,0.0008069993793103428,83.33333333333334,True,qualifies,60,0.3060656142642398,2.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,3.0,False,3.0,False
HAR__01,Five-number,five_number,10.0,0.0008069993793103428,83.33333333333334,True,qualifies,60,0.3060656142642398,2.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,4.0,False,3.0,False
